,Booking ID,Status,Passenger status,Passengers,Actual Pickup Time,Actual Dropoff Time,pickup_index,pickup_name,pickup_district,pickup_latitude,pickup_longitude,index_dropoff,name_dropoff,district_dropoff,latitude_dropoff,longitude_dropoff,Pickup Hour,Pickup Day
657,256149,Validated,Trip completed,1,2024-09-06 16:45:00,2024-09-06 16:54:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,16,4
658,256758,Validated,Trip completed,1,2024-09-06 16:53:00,2024-09-06 17:04:00,17.0,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,16,4
659,256885,Validated,Trip completed,2,2024-09-06 17:04:00,2024-09-06 17:14:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,,,,,,17,4
660,249402,Validated,Trip completed,1,2024-09-06 17:08:00,2024-09-06 17:22:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,17,4
661,253707,Validated,Trip completed,1,2024-09-06 17:08:00,2024-09-06 17:36:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,47.0,Kirchbuch,Kirchbuch,48.965578,11.50951,17,4
662,255263,Cancelled by client,Cancelled,1,2024-09-06 17:13:00,2024-09-06 17:17:00,23.0,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,,,,,,17,4
663,255290,Cancelled by client,Cancelled,1,2024-09-06 17:17:00,2024-09-06 17:27:00,,,,,,41.0,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,17,4
664,254104,Cancelled by client,Cancelled,2,2024-09-06 17:25:00,2024-09-06 17:52:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,,,,,,17,4
665,256591,Validated,Trip completed,1,2024-09-06 17:27:00,2024-09-06 17:36:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,17,4
666,256926,Validated,Trip completed,1,2024-09-06 17:21:00,2024-09-06 17:27:00,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,17,4
667,254950,Validated,Trip completed,1,2024-09-06 17:36:00,2024-09-06 17:46:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,17,4
668,256719,Validated,Trip completed,1,2024-09-06 17:30:00,2024-09-06 17:46:00,41.0,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,,,,,,17,4
669,256268,Validated,Trip completed,1,2024-09-06 17:36:00,2024-09-06 17:46:00,45.0,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,,,,,,17,4
670,247092,Cancelled by driver,Cancelled,1,2024-09-06 17:57:00,2024-09-06 18:02:00,63.0,Biberbach,Gösselthal,49.058095,11.451557,20.0,"Beilngries, ZOB",Beilngries,49.032173,11.476295,17,4
671,256812,Validated,Trip completed,1,2024-09-06 18:16:00,2024-09-06 18:20:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,10.0,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,18,4
672,253205,Cancelled by client,Cancelled,1,2024-09-06 18:31:00,2024-09-06 18:47:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,21.0,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,18,4
673,254980,Cancelled by driver,Cancelled,1,2024-09-06 18:31:00,2024-09-06 18:49:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,18,4
674,256311,Cancelled by driver,Cancelled,1,2024-09-06 18:31:00,2024-09-06 18:59:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,45.0,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,18,4
675,256373,Validated,Trip completed,3,2024-09-06 18:31:00,2024-09-06 18:47:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,18,4
676,256961,Validated,Trip completed,1,2024-09-06 18:31:00,2024-09-06 18:47:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,18,4
677,256969,Validated,Trip completed,1,2024-09-06 18:33:00,2024-09-06 18:45:00,3.0,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,18,4
678,256947,Validated,Trip completed,2,2024-09-06 18:46:00,2024-09-06 18:57:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,45.0,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,18,4
679,254805,Cancelled by client,Cancelled,1,2024-09-06 18:52:00,2024-09-06 19:14:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,18,4
680,254826,Cancelled by client,Cancelled,1,2024-09-06 18:52:00,2024-09-06 19:02:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,18,4
681,256092,Validated,Trip completed,2,2024-09-06 18:56:00,2024-09-06 19:22:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,,,,,,18,4
682,256952,Validated,Trip completed,1,2024-09-06 19:02:00,2024-09-06 19:30:00,47.0,Kirchbuch,Kirchbuch,48.965578,11.50951,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,19,4
683,255271,Validated,Trip completed,1,2024-09-06 19:08:00,2024-09-06 19:22:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,,,,,,19,4
684,256380,Cancelled by client,Cancelled,1,2024-09-06 19:04:00,2024-09-06 19:17:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,35.0,"Beilngries, Freibad",Beilngries,49.027045,11.473085,19,4
685,256382,Validated,Trip completed,3,2024-09-06 19:08:00,2024-09-06 19:20:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,35.0,"Beilngries, Freibad",Beilngries,49.027045,11.473085,19,4
686,256984,Validated,Trip completed,1,2024-09-06 19:23:00,2024-09-06 19:44:00,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19,4
687,256745,Cancelled by client,Cancelled,1,2024-09-06 19:33:00,2024-09-06 19:41:00,10.0,"Pfraundorf, Dorfplatz",Pfraundorf,49.005142,11.445253,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,19,4
688,256637,Cancelled by client,Cancelled,1,2024-09-06 19:46:00,2024-09-06 19:55:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,19,4
689,245971,Cancelled by driver,Cancelled,1,2024-09-06 20:02:00,2024-09-06 20:22:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,22.0,"Beilngries, Kelheimer Straße",Beilngries,49.032928,11.479163,20,4
690,256931,Cancelled by client,Cancelled,1,2024-09-06 20:02:00,2024-09-06 20:17:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,20,4
691,256948,Cancelled by driver,Cancelled,1,2024-09-06 20:02:00,2024-09-06 20:19:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,20,4
692,256735,Validated,Trip completed,1,2024-09-06 20:12:00,2024-09-06 20:27:00,12.0,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,20,4
693,256552,Cancelled by client,Cancelled,2,2024-09-06 20:19:00,2024-09-06 20:30:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,45.0,"Aschbuch, Lindenstraße",Aschbuch,48.978988,11.491803,20,4
694,255917,Cancelled by client,Cancelled,1,2024-09-06 20:12:00,2024-09-06 20:25:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,20,4
695,256877,Validated,Trip completed,2,2024-09-06 20:16:00,2024-09-06 20:42:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,20,4
696,246494,Cancelled by client,Cancelled,1,2024-09-06 20:19:00,2024-09-06 20:34:00,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,47.0,Kirchbuch,Kirchbuch,48.965578,11.50951,20,4
697,256965,Validated,Trip completed,3,2024-09-06 20:27:00,2024-09-06 20:59:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,20,4
698,257005,Validated,Trip completed,1,2024-09-06 20:27:00,2024-09-06 20:59:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,,,,,,20,4
699,256638,Validated,Trip completed,1,2024-09-06 20:42:00,2024-09-06 20:47:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,20,4
700,256872,Cancelled by client,Cancelled,3,2024-09-06 20:47:00,2024-09-06 21:05:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,20,4
701,257018,Validated,Trip completed,3,2024-09-06 20:42:00,2024-09-06 20:59:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,20,4
702,256895,Cancelled by client,Cancelled,1,2024-09-06 21:17:00,2024-09-06 21:25:00,,,,,,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,21,4
703,253016,Validated,Trip completed,1,2024-09-06 21:14:00,2024-09-06 21:24:00,33.0,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,21,4
704,257010,Validated,Trip completed,1,2024-09-06 21:20:00,2024-09-06 21:24:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,21,4
705,256933,Cancelled by client,Cancelled,1,2024-09-06 21:30:00,2024-09-06 21:56:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,21,4
706,256736,Cancelled by driver,Cancelled,1,2024-09-06 21:38:00,2024-09-06 21:53:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,12.0,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,21,4
707,256808,Cancelled by client,Cancelled,1,2024-09-06 21:55:00,2024-09-06 22:10:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,21,4
708,248455,Validated,Trip completed,1,2024-09-06 22:16:00,2024-09-06 22:21:00,,,,,,41.0,"Grampersdorf, Kirchstraße",Grampersdorf,48.97066,11.475578,22,4
709,251951,Validated,Trip completed,1,2024-09-07 08:02:00,2024-09-07 08:07:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,8,5
710,256578,Cancelled by client,Cancelled,1,2024-09-07 08:17:00,2024-09-07 08:53:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,8,5
711,254589,Cancelled by client,Cancelled,1,2024-09-07 08:27:00,2024-09-07 08:37:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,8,5
712,254592,Validated,Trip completed,1,2024-09-07 08:34:00,2024-09-07 08:42:00,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,21.0,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,8,5
713,257025,Cancelled by client,Cancelled,1,2024-09-07 08:35:00,2024-09-07 09:14:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,8,5
714,257151,Cancelled by client,Cancelled,1,2024-09-07 08:35:00,2024-09-07 08:48:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,8,5
715,251952,Cancelled by client,Cancelled,1,2024-09-07 08:45:00,2024-09-07 08:52:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,8,5
716,256582,Validated,Trip completed,1,2024-09-07 09:02:00,2024-09-07 09:23:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,9,5
717,257177,Validated,Trip completed,2,2024-09-07 09:02:00,2024-09-07 09:35:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,9,5
718,257041,Validated,Trip completed,1,2024-09-07 09:07:00,2024-09-07 09:12:00,12.0,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,28.0,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,9,5
719,257030,Cancelled by client,Cancelled,2,2024-09-07 09:22:00,2024-09-07 09:30:00,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,9,5
720,253475,Cancelled by client,Cancelled,1,2024-09-07 09:40:00,2024-09-07 09:43:00,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,9,5
721,257139,Validated,Trip completed,1,2024-09-07 09:35:00,2024-09-07 09:40:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,9,5
722,257140,Validated,Trip completed,1,2024-09-07 09:35:00,2024-09-07 09:40:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,9,5
723,257090,Validated,Trip completed,2,2024-09-07 09:46:00,2024-09-07 09:54:00,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,9,5
724,255814,Validated,Trip completed,2,2024-09-07 09:54:00,2024-09-07 10:21:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,9,5
725,256544,Validated,Trip completed,2,2024-09-07 10:04:00,2024-09-07 10:18:00,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,10,5
726,257056,Cancelled by client,Cancelled,1,2024-09-07 10:22:00,2024-09-07 10:50:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,10,5
727,257065,Validated,Trip completed,1,2024-09-07 10:14:00,2024-09-07 10:18:00,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,10,5
728,257066,Validated,Trip completed,1,2024-09-07 10:14:00,2024-09-07 10:18:00,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,10,5
729,257087,Validated,Trip completed,1,2024-09-07 10:14:00,2024-09-07 10:18:00,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,10,5
730,256979,Validated,Trip completed,1,2024-09-07 10:28:00,2024-09-07 10:43:00,59.0,"Kevenhuell, Kirche",Leising,49.058008,11.516585,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,10,5
731,257154,Cancelled by client,Cancelled,1,2024-09-07 10:40:00,2024-09-07 10:53:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,10,5
732,257166,Cancelled by client,Cancelled,1,2024-09-07 11:04:00,2024-09-07 11:39:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,5
733,256660,Validated,Trip completed,1,2024-09-07 11:07:00,2024-09-07 11:18:00,67.0,Kaldorf,Wiesenhofen,49.048472,11.431715,25.0,"Beilngries, Ottmaringer Straße",Beilngries,49.038975,11.480128,11,5
734,257081,Validated,Trip completed,1,2024-09-07 11:13:00,2024-09-07 11:26:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,11,5
735,257088,Validated,Trip completed,1,2024-09-07 11:13:00,2024-09-07 11:26:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,11,5
736,257212,Validated,Trip completed,1,2024-09-07 11:15:00,2024-09-07 11:43:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11,5
737,257080,Validated,Trip completed,1,2024-09-07 11:13:00,2024-09-07 11:26:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,15.0,"Hirschberg, Dorfkapelle",Hirschberg,49.03815,11.451488,11,5
738,257173,Validated,Trip completed,1,2024-09-07 11:21:00,2024-09-07 11:34:00,28.0,"Beilngries, Neumarkter Straße",Beilngries,49.036912,11.471075,12.0,"Badanhausen, Fischerstraße",Badanhausen,49.017245,11.444688,11,5
739,257003,Validated,Trip completed,1,2024-09-07 11:43:00,2024-09-07 12:02:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,11,5
740,257157,Validated,Trip completed,1,2024-09-07 11:50:00,2024-09-07 12:02:00,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,11,5
741,256388,Validated,Trip completed,1,2024-09-07 12:13:00,2024-09-07 12:33:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,65.0,"Litterzhofen, Kirche",Plakstetten,49.069082,11.40739,12,5
742,256549,Cancelled by client,Cancelled,1,2024-09-07 12:05:00,2024-09-07 12:18:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,12,5
743,257097,Cancelled by client,Cancelled,1,2024-09-07 12:22:00,2024-09-07 12:27:00,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,12,5
744,256661,Validated,Trip completed,1,2024-09-07 12:44:00,2024-09-07 12:50:00,31.0,"Beilngries, Eichstaetter Strasse / Tankstelle",Beilngries,49.035227,11.467885,67.0,Kaldorf,Wiesenhofen,49.048472,11.431715,12,5
745,257095,Validated,Trip completed,2,2024-09-07 12:52:00,2024-09-07 12:59:00,66.0,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,12,5
746,256839,Cancelled by client,Cancelled,1,2024-09-07 12:49:00,2024-09-07 12:56:00,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,12,5
747,254591,Validated,Trip completed,1,2024-09-07 13:09:00,2024-09-07 13:18:00,21.0,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,46.0,"Aschbuch, Waldsiedlung",Aschbuch,48.976207,11.491877,13,5
748,256077,Validated,Trip completed,3,2024-09-07 13:40:00,2024-09-07 13:53:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,13,5
749,251954,Validated,Trip completed,1,2024-09-07 14:12:00,2024-09-07 14:19:00,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,14,5
750,257129,Cancelled by client,Cancelled,1,2024-09-07 14:08:00,2024-09-07 14:45:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,14,5
751,257132,Validated,Trip completed,3,2024-09-07 14:04:00,2024-09-07 14:39:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,14,5
752,257306,Cancelled by driver,Cancelled,2,2024-09-07 14:04:00,2024-09-07 14:45:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,14,5
753,257096,Validated,Trip completed,2,2024-09-07 14:21:00,2024-09-07 14:28:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,66.0,"Wiesenhofen, Kirche",Litterzhofen,49.043035,11.412738,14,5
754,257269,Validated,Trip completed,1,2024-09-07 14:19:00,2024-09-07 14:39:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,14,5
755,257230,Cancelled by client,Cancelled,1,2024-09-07 14:45:00,2024-09-07 14:59:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,33.0,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,14,5
756,257271,Validated,Trip completed,2,2024-09-07 14:39:00,2024-09-07 15:28:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,14,5
757,257209,Validated,Trip completed,1,2024-09-07 14:43:00,2024-09-07 14:50:00,3.0,"Kinding, Beilngrieser Straße",Kinding,49.002445,11.390002,33.0,"Beilngries, Bauhofstraße",Beilngries,49.031608,11.461872,14,5
758,257011,Cancelled by client,Cancelled,2,2024-09-07 15:05:00,2024-09-07 15:18:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,35.0,"Beilngries, Freibad",Beilngries,49.027045,11.473085,15,5
759,257183,Cancelled by client,Cancelled,1,2024-09-07 15:00:00,2024-09-07 15:11:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,15,5
760,257185,Validated,Trip completed,2,2024-09-07 15:08:00,2024-09-07 15:17:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,35.0,"Beilngries, Freibad",Beilngries,49.027045,11.473085,15,5
761,251955,Cancelled by client,Cancelled,1,2024-09-07 15:05:00,2024-09-07 15:12:00,64.0,"Plankstetten, Biberbacher Straße",Biberbach,49.068532,11.455142,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,15,5
762,257287,Validated,Trip completed,1,2024-09-07 15:08:00,2024-09-07 15:31:00,40.0,"Irfersdorf, Am Kirchplatz",Irfersdorf,48.994215,11.461103,17.0,"Beilngries, Hirschberger straße",Beilngries,49.040293,11.464213,15,5
763,257201,Validated,Trip completed,1,2024-09-07 15:28:00,2024-09-07 15:37:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,15,5
764,257231,Validated,Trip completed,2,2024-09-07 15:26:00,2024-09-07 15:37:00,21.0,"Beilngries, Deutscher Hof",Beilngries,49.033525,11.475793,6.0,"Haunstetten, Kirche",Haunstetten,49.015158,11.408473,15,5
765,257314,Cancelled by client,Cancelled,1,2024-09-07 15:26:00,2024-09-07 15:44:00,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,15,5
766,257309,Validated,Trip completed,2,2024-09-07 15:42:00,2024-09-07 16:02:00,4.0,"Kinding, Marktplatz",Kinding,49.000562,11.38279,30.0,"Beilngries, Frauenkirche",Beilngries,49.036378,11.470632,15,5
767,257315,Cancelled by client,Cancelled,1,2024-09-07 15:52:00,2024-09-07 16:17:00,19.0,"Beilngries, Ringstrasse",Beilngries,49.033832,11.471982,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,15,5
768,257341,Validated,Trip completed,1,2024-09-07 15:56:00,2024-09-07 16:12:00,23.0,"Beilngries, An der Leitn",Beilngries,49.030037,11.484332,1.0,"Enkering, Maibaum",Enkering,48.992498,11.363953,15,5
769,257325,Validated,Trip completed,1,2024-09-07 16:00:00,2024-09-07 16:17:00,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,16,5
770,257148,Cancelled by client,Cancelled,1,2024-09-07 16:06:00,2024-09-07 16:41:00,50.0,"Wolfsbuch, Fuchsengasse",Wolfsbuch,48.976827,11.559612,29.0,"Beilngries, Rathaus",Beilngries,49.035103,11.474083,16,5
771,253914,Validated,Trip completed,1,2024-09-07 16:27:00,2024-09-07 16:35:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,11.0,"Kratzmuehle, Seerestaurant",Pfraundorf,49.004607,11.447705,16,5
772,257295,Validated,Trip completed,1,2024-09-07 16:27:00,2024-09-07 16:41:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,16,5
773,257323,Cancelled by client,Cancelled,1,2024-09-07 16:28:00,2024-09-07 16:45:00,0.0,"Kinding, Bahnhof",Kinding,48.992168,11.377365,27.0,"Beilngries, Hafen",Beilngries,49.041112,11.47124,16,5
